"id_national","month","andeb","anfin","tmm","tnm","txm","rrtm"
64646111,2,1961,1990,8.7,3,14.5,18.1
64646111,3,1961,1990,11.7,5.5,17.8,35
64646111,4,1961,1990,13.4,6.5,20.2,24
64646111,5,1961,1990,18.3,10.8,25.8,31.3
64646111,6,1961,1990,23.5,15,32.1,28.7
64646111,7,1961,1990,26.3,17.3,35.3,12.7
64646111,8,1961,1990,26.2,17.5,34.9,22
64646111,9,1961,1990,23.7,16.1,31.3,40.6
64646111,10,1961,1990,18.9,12.1,25.7,34.8
64646111,11,1961,1990,13.2,7.1,19.2,16.3
64646111,12,1961,1990,8.6,2.9,14.2,19.3
64646311,1,1961,1990,5.6,2.2,9,47.7
64646311,2,1961,1990,7.1,3.2,11.1,30.2
64646311,3,1961,1990,8.6,4.1,13,60.8
64646311,4,1961,1990,11.3,6.1,16.5,41.8
64646311,5,1961,1990,15.7,9.8,21.6,44.6
64646311,6,1961,1990,21.1,14.4,27.8,39.4
64646311,7,1961,1990,24.8,17.8,31.6,9.4
64646311,8,1961,1990,24.2,17.7,30.6,25
64646311,9,1961,1990,20.1,14.5,25.7,37.6
64646311,10,1961,1990,15.6,11,20.2,37.9
64646311,11,1961,1990,10,6.3,13.6,36.4
64646311,12,1961,1990,7,3.6,10.4,40.3
64646831,1,1961,1990,9.3,4,14.8,21.9
64646831,2,1961,1990,10.6,4.9,16.3,19.4
64646831,3,1961,1990,12.4,6.4,18.4,36.2
64646831,4,1961,1990,15.2,8.6,21.8,22.4
64646831,5,1961,1990,19.3,12.1,26.7,26.9
64646831,6,1961,1990,24,16.1,31.9,28.4
64646831,7,1961,1990,26.8,18.4,35.4,12
64646831,8,1961,1990,26.2,18.6,34.1,24.4
64646831,9,1961,1990,23.3,16.6,30.1,50.3
64646831,10,1961,1990,18,12.1,24.1,36.4
64646831,11,1961,1990,13.8,8.1,19.8,17.3
64646831,12,1961,1990,10.1,4.8,15.8,20
66060111,1,1961,1990,11.5,6.3,16.7,13.4
66060111,2,1961,1990,13.8,8.2,19.4,8.7
66060111,3,1961,1990,16.4,10.4,22.3,10.5
66060111,4,1961,1990,20.1,13.8,26.4,8.1
66060111,5,1961,1990,24.6,18,31.2,10.6
66060111,6,1961,1990,29.3,22.3,36.3,2.4
66060111,7,1961,1990,32,24.8,39.1,0.1
66060111,8,1961,1990,32,25.1,38.9,1.7
66060111,9,1961,1990,28.3,22.2,34.4,13
66060111,10,1961,1990,22.6,17,28.2,10
66060111,11,1961,1990,16.4,11.1,21.7,10.3
66060111,12,1961,1990,12,6.8,17.2,11.6
66464111,1,1961,1990,11.5,6.4,16.5,12.7
66464111,2,1961,1990,13.5,7.2,19.8,9
66464111,3,1961,1990,16.6,10.3,22.8,18
66464111,4,1961,1990,20.3,13.6,27,9.9
66464111,5,1961,1990,24.2,17.3,31.1,6.9
66464111,6,1961,1990,28.1,21,35.3,1.4
66464111,7,1961,1990,31,23.5,38.5,0.1
66464111,8,1961,1990,31.2,24.2,38.2,0.4
66464111,9,1961,1990,28.8,22,35.7,12.5
66464111,10,1961,1990,24.1,17.6,30.6,12.7
66464111,11,1961,1990,17,11,22.9,9.1
66464111,12,1961,1990,11.2,5.3,17,14.4
